Model,Accuracy,F1 (Weighted),F1 (Human),F1 (AI),Precision,Recall,AUC-ROC,PR-AUC,Train Time (s),Samples/sec,Test Size
roberta-base,0.94,0.9407994389901824,0.9565217391304348,0.9032258064516129,0.9434871794871796,0.94,0.9931482149296791,0.9864725002309653,527.7174,2.653,200
